Country Name,Country Code,Series Name,Series Code,2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Ethiopia,ETH,Access to electricity (% of population),EG.ELC.ACCS.ZS,48,51.1,54.2,55.4,55.4,..
Faroe Islands,FRO,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,..
Fiji,FJI,Access to electricity (% of population),EG.ELC.ACCS.ZS,96.1,97.1,92.1,92,99.3,..
Finland,FIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,..
France,FRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,..
French Polynesia,PYF,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,..
Gabon,GAB,Access to electricity (% of population),EG.ELC.ACCS.ZS,90.3,91.1,91.8,93.5,94.1,..
"Gambia, The",GMB,Access to electricity (% of population),EG.ELC.ACCS.ZS,62.1,62.2,63.7,65.4,66.9,..
Georgia,GEO,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,..
Germany,DEU,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,..
Ghana,GHA,Access to electricity (% of population),EG.ELC.ACCS.ZS,83.5,85.4,86.3,85.1,89.5,..
Gibraltar,GIB,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,..
Greece,GRC,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,..
Greenland,GRL,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,..
Grenada,GRD,Access to electricity (% of population),EG.ELC.ACCS.ZS,93,93.4,93.7,94.2,94.4,..
Guam,GUM,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,..
Guatemala,GTM,Access to electricity (% of population),EG.ELC.ACCS.ZS,95.4,96.6,97.9,99.1,100,..
Guinea,GIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,42.2,44.7,46.8,47.7,51.1,..
Guinea-Bissau,GNB,Access to electricity (% of population),EG.ELC.ACCS.ZS,30.9,33.4,35.8,37.4,40.5,..
Guyana,GUY,Access to electricity (% of population),EG.ELC.ACCS.ZS,91.6,92.3,92.9,93,98.9,..
Haiti,HTI,Access to electricity (% of population),EG.ELC.ACCS.ZS,45.4,46.3,47.2,49.3,51.3,..
Honduras,HND,Access to electricity (% of population),EG.ELC.ACCS.ZS,91.1,93.1,94.1,94.4,95.6,..
"Hong Kong SAR, China",HKG,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,..
Hungary,HUN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,..
Iceland,ISL,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,..
India,IND,Access to electricity (% of population),EG.ELC.ACCS.ZS,95.9,96.5,99.6,99.2,99.5,..
Indonesia,IDN,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.9,97,99.2,100,99.4,..
"Iran, Islamic Rep.",IRN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,..
Iraq,IRQ,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,..
Ireland,IRL,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,..
Isle of Man,IMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,..
Israel,ISR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,..
Italy,ITA,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,..
Jamaica,JAM,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.9,99.7,100,100,97.7,..
Japan,JPN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,..
Jordan,JOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.9,99.9,99.9,100,100,..
Kazakhstan,KAZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,..
Kenya,KEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,69.7,71.5,76.5,76,76.2,..
Kiribati,KIR,Access to electricity (% of population),EG.ELC.ACCS.ZS,89.3,91,92.8,94.4,95.9,..
"Korea, Dem. People's Rep.",PRK,Access to electricity (% of population),EG.ELC.ACCS.ZS,48.4,50.5,52.6,54.7,57.5,..
"Korea, Rep.",KOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,..
Kosovo,XKX,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..
Kuwait,KWT,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,..
Kyrgyz Republic,KGZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.9,99.9,99.7,99.7,100,..
Lao PDR,LAO,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.4,99.3,100,100,96.5,..
Latvia,LVA,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,..
Lebanon,LBN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,..
Lesotho,LSO,Access to electricity (% of population),EG.ELC.ACCS.ZS,44.6,47.5,50.4,50,57.3,..
Liberia,LBR,Access to electricity (% of population),EG.ELC.ACCS.ZS,23.1,27.6,29.8,31.8,32.5,..
Libya,LBY,Access to electricity (% of population),EG.ELC.ACCS.ZS,68.5,69.4,70.2,70,73.2,..
Liechtenstein,LIE,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,..
Lithuania,LTU,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,..
Luxembourg,LUX,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,..
"Macao SAR, China",MAC,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,..
Madagascar,MDG,Access to electricity (% of population),EG.ELC.ACCS.ZS,31,32,35.1,36.1,39.4,..
Malawi,MWI,Access to electricity (% of population),EG.ELC.ACCS.ZS,11.2,11.5,14.2,14,15.6,..
Malaysia,MYS,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,..
Maldives,MDV,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,..
Mali,MLI,Access to electricity (% of population),EG.ELC.ACCS.ZS,47.9,50.6,53.4,53,54.5,..
Malta,MLT,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,..
Marshall Islands,MHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,96.8,98.3,99.8,100,100,..
Mauritania,MRT,Access to electricity (% of population),EG.ELC.ACCS.ZS,44.9,45.4,47.7,49,50.3,..
Mauritius,MUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,99.5,99.6,100,100,..
Mexico,MEX,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.6,99.4,100,100,99.7,..
"Micronesia, Fed. Sts.",FSM,Access to electricity (% of population),EG.ELC.ACCS.ZS,80.1,81.9,83.6,85.3,86.9,..
Moldova,MDA,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,..
Monaco,MCO,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,..
Mongolia,MNG,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.9,99.5,100,100,100,..
Montenegro,MNE,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,99.9,99.8,100,100,..
Morocco,MAR,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.6,100,100,100,100,..
Mozambique,MOZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,29.7,30.6,31.5,33.2,36,..
Myanmar,MMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,68.3,70.4,72.5,73.6,76.8,..
Namibia,NAM,Access to electricity (% of population),EG.ELC.ACCS.ZS,53.3,52.3,55.2,56.2,56.7,..
Nauru,NRU,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,..
Nepal,NPL,Access to electricity (% of population),EG.ELC.ACCS.ZS,89.9,89.9,89.9,91.3,94,..
Netherlands,NLD,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,..
New Caledonia,NCL,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,..
New Zealand,NZL,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,..
Nicaragua,NIC,Access to electricity (% of population),EG.ELC.ACCS.ZS,85.7,86,86.3,86.5,88.3,..
Niger,NER,Access to electricity (% of population),EG.ELC.ACCS.ZS,18.5,18.7,18.6,19.5,20.1,..
Nigeria,NGA,Access to electricity (% of population),EG.ELC.ACCS.ZS,55.4,55.4,59.5,60.5,61.2,..
North Macedonia,MKD,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,..
Northern Mariana Islands,MNP,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,..
Norway,NOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,..
Oman,OMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,..
Pakistan,PAK,Access to electricity (% of population),EG.ELC.ACCS.ZS,93.9,94.5,94.9,95,95.6,..
Palau,PLW,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,..
Panama,PAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,93.9,95.3,95.3,95,97,..
Papua New Guinea,PNG,Access to electricity (% of population),EG.ELC.ACCS.ZS,23.6,20.5,20.9,19,20.5,..
Paraguay,PRY,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.7,99.7,100,100,99.8,..
Peru,PER,Access to electricity (% of population),EG.ELC.ACCS.ZS,95.6,96.2,95.6,96.2,96.2,..
Philippines,PHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,95.3,96.4,97.5,94.8,98,..
Poland,POL,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,..
Portugal,PRT,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,..
Puerto Rico,PRI,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,..
Qatar,QAT,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,..
Romania,ROU,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,..
Russian Federation,RUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.8,99.9,100,100,100,..
Rwanda,RWA,Access to electricity (% of population),EG.ELC.ACCS.ZS,46.6,45.2,48.7,50.6,63.9,..
Samoa,WSM,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.2,100,98.3,98.3,100,..
San Marino,SMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,..
Sao Tome and Principe,STP,Access to electricity (% of population),EG.ELC.ACCS.ZS,75.1,76.8,78.5,78,81.3,..
Saudi Arabia,SAU,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,..
Senegal,SEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,70.4,64.3,68,67.9,74.2,..
Serbia,SRB,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.8,100,100,100,100,..
Seychelles,SYC,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,..
Sierra Leone,SLE,Access to electricity (% of population),EG.ELC.ACCS.ZS,22.7,26.3,27.5,29.4,35.5,..
Singapore,SGP,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,..
Sint Maarten (Dutch part),SXM,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,..
Slovak Republic,SVK,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,..
Slovenia,SVN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,..
Solomon Islands,SLB,Access to electricity (% of population),EG.ELC.ACCS.ZS,69.4,72.9,76.3,76,81.3,..
Somalia,SOM,Access to electricity (% of population),EG.ELC.ACCS.ZS,49.2,49.9,49.3,48.9,50.3,..
South Africa,ZAF,Access to electricity (% of population),EG.ELC.ACCS.ZS,85,90,89.3,86.5,87.7,..
South Sudan,SSD,Access to electricity (% of population),EG.ELC.ACCS.ZS,6.8,7.3,7.7,8.4,5.4,..
Spain,ESP,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,..
Sri Lanka,LKA,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.8,100,100,100,100,..
St. Kitts and Nevis,KNA,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,..
St. Lucia,LCA,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,..
St. Martin (French part),MAF,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,..
St. Vincent and the Grenadines,VCT,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,..
Sudan,SDN,Access to electricity (% of population),EG.ELC.ACCS.ZS,57.6,59.7,61.8,63.2,66,..
Suriname,SUR,Access to electricity (% of population),EG.ELC.ACCS.ZS,97.9,98.4,98.8,99,99.6,..
Sweden,SWE,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,..
Switzerland,CHE,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,..
Syrian Arab Republic,SYR,Access to electricity (% of population),EG.ELC.ACCS.ZS,89.2,89,88.8,89,88.4,..
Tajikistan,TJK,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.4,99.5,99.6,100,100,..
Tanzania,TZA,Access to electricity (% of population),EG.ELC.ACCS.ZS,37.7,39.9,42.7,45.8,48.3,..
Thailand,THA,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.9,100,100,99.9,100,..
Timor-Leste,TLS,Access to electricity (% of population),EG.ELC.ACCS.ZS,90.6,96,100,99.7,100,..
Togo,TGO,Access to electricity (% of population),EG.ELC.ACCS.ZS,52.5,54.1,55.7,57.2,59.2,..
Tonga,TON,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.4,99.9,100,100,100,..
Trinidad and Tobago,TTO,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,98.7,..
Tunisia,TUN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,99.9,99.9,100,100,..
Turkiye,TUR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,..
Turkmenistan,TKM,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.9,100,100,100,100,..
Turks and Caicos Islands,TCA,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,99.4,100,99.9,100,..
Tuvalu,TUV,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.7,99.4,99.7,100,100,..
Uganda,UGA,Access to electricity (% of population),EG.ELC.ACCS.ZS,41.3,42.1,45.2,47.1,51.5,..
Ukraine,UKR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,..
United Arab Emirates,ARE,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,..
United Kingdom,GBR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,..
United States,USA,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,..
Uruguay,URY,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.9,100,100,100,100,..
Uzbekistan,UZB,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,99.9,100,100,..
Vanuatu,VUT,Access to electricity (% of population),EG.ELC.ACCS.ZS,64.5,67.3,70,71.6,61.6,..
"Venezuela, RB",VEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.8,99.9,100,100,100,..
Viet Nam,VNM,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.4,99.8,100,100,99.8,..
Virgin Islands (U.S.),VIR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,..
West Bank and Gaza,PSE,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,..
"Yemen, Rep.",YEM,Access to electricity (% of population),EG.ELC.ACCS.ZS,72.8,73.9,74.9,76,83.6,..
Zambia,ZMB,Access to electricity (% of population),EG.ELC.ACCS.ZS,43,44.6,46.7,47.8,51.1,..
Zimbabwe,ZWE,Access to electricity (% of population),EG.ELC.ACCS.ZS,46.7,52.7,49,50.1,62,..
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,
Last Updated: 04/15/2025,,,,,,,,,
