"seriesID","seriesCode","seriesName","seriesParent","seriesUnits","entityID","entityIso","entityName","dataValue","dataYear","dataNote","dataSource","seriesDescription"
194,"i271pop","At least 2G",,"%",6,"AFG","Afghanistan","88",2012,"Over 88%","Afghanistan Telecommunications Regulatory Authority (ATRA)","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",6,"AFG","Afghanistan","88.6",2013,"","Afghanistan Telecommunication Regulatory Authority , Ministry of Communications & Information Technology","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",6,"AFG","Afghanistan","89",2014,"","Afghanistan Telecommunication Regulatory Authority , Ministry of Communications & Information Technology","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",6,"AFG","Afghanistan","89.2",2015,"","Afghanistan Telecommunication Regulatory Authority Ministry of Communications & Information Technology (MCIT)","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",6,"AFG","Afghanistan","89.4",2016,"","Afghanistan Telecom Regulatory Authority","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",6,"AFG","Afghanistan","90",2017,"","Afghanistan Telecom Regulatory Authority","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",6,"AFG","Afghanistan","90",2018,"","Afghanistan Telecommunication Regulatory Authority.","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",6,"AFG","Afghanistan","90",2019,"","Afghanistan Telecommunication Regulatory Authority.","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",6,"AFG","Afghanistan","90",2020,"","Afghanistan Telecommunication Regulatory Authority.","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",6,"AFG","Afghanistan","91",2021,"","Afghanistan Telecommunication Regulatory Authority.","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",6,"AFG","Afghanistan","92",2022,"","Afghanistan Telecommunication Regulatory Authority.","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",6,"AFG","Afghanistan","92.3",2023,"increase","Afghanistan Telecommunication Regulatory Authority.","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",7,"ZAF","South Africa","92",2000,"","","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",7,"ZAF","South Africa","93",2001,"","","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",7,"ZAF","South Africa","95.1",2002,"","","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",7,"ZAF","South Africa","96",2003,"","","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",7,"ZAF","South Africa","96",2004,"","","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",7,"ZAF","South Africa","96",2005,"","","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",7,"ZAF","South Africa","97.1",2006,"","","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",7,"ZAF","South Africa","99.79",2007,"","","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",7,"ZAF","South Africa","99.79",2008,"","","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",7,"ZAF","South Africa","99.79",2009,"","","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",7,"ZAF","South Africa","99.79",2010,"","","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",7,"ZAF","South Africa","99.79",2011,"","","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",7,"ZAF","South Africa","99.79",2012,"","","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",7,"ZAF","South Africa","99.79",2013,"","","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",7,"ZAF","South Africa","99.9",2014,"this question is supposed to specify technology type as it could be subject to interpretation","Independent Communications Authority of South Africa","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",7,"ZAF","South Africa","99.9",2015,"","Independent Communications Authority of South Africa","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",7,"ZAF","South Africa","99.6",2016,"","Independent Communication Authority of South Africa","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",7,"ZAF","South Africa","99.97",2017,"","Independent Communication Authority of South Africa","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",7,"ZAF","South Africa","99.97",2018,"","Independent Communications Authority of South Africa","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",7,"ZAF","South Africa","99.97",2019,"","Independent Communications Authority of South Africa","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",7,"ZAF","South Africa","99.99",2020,"","Independent Communications Authority of South Africa","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",7,"ZAF","South Africa","99.97",2021,"","Independent Communications Authority of South Africa","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",7,"ZAF","South Africa","99.95",2022,"","Independent Communications Authority of South Africa","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",7,"ZAF","South Africa","99.88",2023,"","Independent Communications Authority of South Africa","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",8,"AGO","Angola","40",2006,"","","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",8,"AGO","Angola","90",2013,"","ANGOLAN COMMUNICATIONS REGULATORY AUTHORITY","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",8,"AGO","Angola","92",2014,"","Angolan Institute of Communications","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",8,"AGO","Angola","99",2015,"","Angolan Institute of Communications","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",8,"AGO","Angola","90",2016,"","Angolan Institute of Communications","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",8,"AGO","Angola","90",2017,"","Angolan Institute of Communications","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",8,"AGO","Angola","90",2018,"","INACOM","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",8,"AGO","Angola","90",2019,"","Angolan Institute of Communications","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",8,"AGO","Angola","90",2020,"data have been revised,there are estimated data","Angolan Institute of Communications","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",8,"AGO","Angola","100",2021,"","Angolan Institute of Communications","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",8,"AGO","Angola","87.52",2022,"change in methodology - there is a break in trend due to change in administrative divisions within the countryl, the smallest administrative unit within the Political-Administrative Division (DPA), eliminating generalizations for entire municipalities or provinces.","Angolan Institute of Communications","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",8,"AGO","Angola","87.52",2023,"data have been revised,there are estimated data so the unit is the smallest available","Angolan Institute of Communications","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",9,"AIA","Anguilla","99",2015,"","ITU estimate","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",9,"AIA","Anguilla","99",2019,"","ITU estimate.","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",9,"AIA","Anguilla","99",2020,"","ITU estimate.","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",9,"AIA","Anguilla","99",2021,"","ITU estimate.","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",9,"AIA","Anguilla","99",2022,"","ITU estimate.","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",10,"ALB","Albania","84",2001,"","","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",10,"ALB","Albania","90",2002,"","","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",10,"ALB","Albania","90.4",2003,"","","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",10,"ALB","Albania","89",2004,"","","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",10,"ALB","Albania","91",2005,"","","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",10,"ALB","Albania","96.5",2006,"","","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",10,"ALB","Albania","96.5",2007,"","Ministry for Innovation and ICT","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",10,"ALB","Albania","99.3",2008,"","Ministry for Innovation and ICT","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",10,"ALB","Albania","98.2",2010,"","Minister for Innovation and ICT","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",10,"ALB","Albania","99",2011,"","Minister for Innovation and ICT","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",10,"ALB","Albania","99",2012,"","National Agency on Information Society","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",10,"ALB","Albania","100",2013,"","National Agency on Information Society","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",10,"ALB","Albania","99.8",2014,"","Minister of State for the Innovation and Public Administration","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",10,"ALB","Albania","100",2015,"","Minister of State for the Innovation and Public Administration","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",10,"ALB","Albania","99.8",2016,"","AKEP","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",10,"ALB","Albania","99.86",2017,"","Ministry of Infrastructure and Energy","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",10,"ALB","Albania","99.86",2018,"","Ministry of Infrastructure and Energy","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",10,"ALB","Albania","99.86",2019,"","Ministry of Infrastructure and Energy","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",10,"ALB","Albania","99.86",2020,"","Ministry of Infrastructure and Energy","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",10,"ALB","Albania","99.86",2021,"","Ministry of Infrastructure and Energy","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",10,"ALB","Albania","100",2022,"","Ministry of Infrastructure and Energy","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",10,"ALB","Albania","99.87",2023,"","Ministry of Infrastructure and Energy","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",11,"DZA","Algeria","40",2000,"","","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",11,"DZA","Algeria","40",2001,"","","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",11,"DZA","Algeria","40",2002,"","","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",11,"DZA","Algeria","40",2003,"","","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",11,"DZA","Algeria","40",2004,"","","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",11,"DZA","Algeria","41.52",2005,"","","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",11,"DZA","Algeria","63.6",2006,"","","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",11,"DZA","Algeria","81.5",2007,"","","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",11,"DZA","Algeria","98",2013,"","","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",11,"DZA","Algeria","98",2014,"Source: ARPT.","Ministère de la  Poste et des Technologies de l'Information et de la Communication","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",11,"DZA","Algeria","99.19",2015,"NOV-2015. Source: ARPT.","Ministère de la  Poste et des Technologies de l'Information et de la Communication","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",11,"DZA","Algeria","98",2016,"source : ARPT.","Ministère de la Poste, des Télécommunications, des Technologies et du Numérique","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",11,"DZA","Algeria","98",2017,"","Ministère de la Poste et des Télécommunications","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",11,"DZA","Algeria","98.04",2018,"","Ministère de la Poste et des Télécommunications","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",11,"DZA","Algeria","98.72",2019,"","Ministère de la Poste et des Télécommunications","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",11,"DZA","Algeria","98.97",2020,"","Ministère de la Poste et des Télécommunications","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",11,"DZA","Algeria","98.31",2021,"","Ministère de la Poste et des Télécommunications","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",11,"DZA","Algeria","98.49",2022,"","Ministère de la Poste et des Télécommunications","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",11,"DZA","Algeria","98.53",2023,"","Ministère de la Poste et des Télécommunications","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",14,"AND","Andorra","91",2001,"","","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",14,"AND","Andorra","91.3",2005,"","","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",14,"AND","Andorra","91.3",2006,"","","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",14,"AND","Andorra","99",2007,"","Andorra Telecom","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",14,"AND","Andorra","99",2008,"","Andorra Telecom","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",14,"AND","Andorra","99.1",2009,"","Andorra Telecom","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",14,"AND","Andorra","99.1",2010,"","Servei de Telecomunicacions d'Andorra","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",14,"AND","Andorra","99.1",2011,"","Servei de Telecomunicacions d'Andorra","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",14,"AND","Andorra","99.1",2012,"","Servei de Telecomunicacions d'Andorra","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",14,"AND","Andorra","99.1",2013,"","Servei de Telecomunicacions d'Andorra","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",14,"AND","Andorra","99.1",2014,"","Andorra Telecom SAU","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",14,"AND","Andorra","99.5",2015,"","Andorra Telecom SAU","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",14,"AND","Andorra","99.5",2016,"","Andorra Telecom SAU","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",14,"AND","Andorra","99.5",2017,"","Andorra Telecom SAU","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",14,"AND","Andorra","99.5",2018,"","Andorra Telecom SAU","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",14,"AND","Andorra","99.5",2019,"","Andorra Telecom SAU","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",14,"AND","Andorra","99.5",2020,"","Andorra Telecom SAU","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",14,"AND","Andorra","99.5",2021,"","Andorra Telecom SAU","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",14,"AND","Andorra","99.5",2022,"","Andorra Telecom SAU","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",14,"AND","Andorra","99.5",2023,"","Andorra Telecom SAU","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",16,"ARG","Argentina","30",2001,"","","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",16,"ARG","Argentina","94.1",2005,"","","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",16,"ARG","Argentina","94.1",2006,"","","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",16,"ARG","Argentina","94.1",2007,"","","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",16,"ARG","Argentina","98",2015,"","ITU estimate.","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",16,"ARG","Argentina","98",2016,"","Ente Nacional de Comunicaciones","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",16,"ARG","Argentina","98",2017,"","Ente Nacional de Comunicaciones","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",16,"ARG","Argentina","98",2018,"","Ente Nacional de Comunicaciones","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",16,"ARG","Argentina","98",2019,"","Ente Nacional de Comunicaciones","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",16,"ARG","Argentina","98.87",2020,"","Ente Nacional de Comunicaciones","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",16,"ARG","Argentina","98.87",2021,"","Ente Nacional de Comunicaciones","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",16,"ARG","Argentina","98.87",2022,"","Ente Nacional de Comunicaciones","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",16,"ARG","Argentina","98.89",2023,"","Ente Nacional de Comunicaciones","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
194,"i271pop","At least 2G",,"%",17,"ARM","Armenia","38",2001,"","Ministry of Transport and Communications.","Refers to the percentage of inhabitants within range of a mobile-cellular signal, irrespective of whether or not they are subscribers or users"
